id,tour,gender,type,stage,title,start,end,city,state_country,tourUrl,mondayUrl,MondayDate,oqDate,oqNonMemberDeadline,oqMemberDeadline,oqCourses
ajga-2026-05-21-team-taylormade-invitational,AJGA,Mixed,Junior,Invitational,Team TaylorMade Invitational,2026-05-21,2026-05-24,Belleair,FL,https://www.ajga.org/tournaments/2026041,,,,,,Pelican Golf Club
ajga-2026-05-22-ajga-dominican-junior-open-presented-by-puntacana-resort-club,AJGA,Mixed,Junior,Open,AJGA Dominican Junior Open presented by Puntacana Resort & Club,2026-05-22,2026-05-25,"Punta Cana, Dominican Republic",,https://www.ajga.org/tournaments/2026003,,,,,,Corales Golf Club designed by Tom Fazio
ajga-2026-05-22-visit-williamsburg-junior-championship,AJGA,Mixed,Junior,Open,Visit Williamsburg Junior Championship,2026-05-22,2026-05-25,Williamsburg,VA,https://www.ajga.org/tournaments/2026042,,,,,,Ford's Colony Country Club - Marsh Hawk Course
ajga-2026-05-22-kenton-county-preview-presented-by-northern-kentucky-cvb,AJGA,Mixed,Junior,Preview,Kenton County Preview presented by Northern Kentucky CVB,2026-05-22,2026-05-25,Independence,KY,https://www.ajga.org/tournaments/2026046,,,,,,The Golf Courses of Kenton County - Willows Course
ajga-2026-05-23-the-nelly-invitational-presented-by-chevron,AJGA,Mixed,Junior,Invitational,The Nelly Invitational presented by Chevron,2026-05-23,2026-05-26,Bradenton,FL,https://www.ajga.org/tournaments/2026040,,,,,,The Concession Golf Club
ajga-2026-05-25-punta-gorda-englewood-beach-preview-presented-by-icl-academy-ages-12-15,AJGA,Mixed,Junior,Preview,Punta Gorda / Englewood Beach Preview presented by ICL Academy (Ages 12-15),2026-05-25,2026-05-28,Lake Suzy,FL,https://www.ajga.org/tournaments/2026044,,,,,,Aileron Golf Club
ajga-2026-05-26-ajga-junior-presented-by-decatur-morgan-county-tourism,AJGA,Mixed,Junior,Open,AJGA Junior presented by Decatur Morgan County Tourism,2026-05-26,2026-05-29,Decatur,AL,https://www.ajga.org/tournaments/2026043,,,,,,Burningtree Country Club
ajga-2026-05-26-ochsner-health-ajga-new-orleans-classic,AJGA,Mixed,Junior,Open,Ochsner Health / AJGA New Orleans Classic,2026-05-26,2026-05-29,New Orleans,LA,https://www.ajga.org/tournaments/2026045,,,,,,Bayou Oaks at City Park - South Course
ajga-2026-05-26-ajga-thunderbird-heather-farr-classic,AJGA,Mixed,Junior,Open,AJGA Thunderbird Heather Farr Classic,2026-05-26,2026-05-29,Phoenix,AZ,https://www.ajga.org/tournaments/2026047,,,,,,Papago Golf Club
ajga-2026-06-01-ajga-junior-all-star-presented-by-explore-clay,AJGA,Mixed,Junior,Junior All-Star,AJGA Junior All-Star presented by Explore Clay,2026-06-01,2026-06-04,Fleming Island,FL,https://www.ajga.org/tournaments/2026048,,,,,,Eagle Harbor Golf Club
ajga-2026-06-01-ajga-junior-championship-presented-by-visit-tallahassee,AJGA,Mixed,Junior,Open,AJGA Junior Championship presented by Visit Tallahassee,2026-06-01,2026-06-04,Tallahassee,FL,https://www.ajga.org/tournaments/2026049,,,,,,Seminole Legacy Golf Club
ajga-2026-06-01-the-lanto-junior-championship,AJGA,Mixed,Junior,Open,The Lanto Junior Championship,2026-06-01,2026-06-04,Blacksburg,VA,https://www.ajga.org/tournaments/2026050,,,,,,Blacksburg Country Club
ajga-2026-06-01-ajga-huntsville-junior,AJGA,Mixed,Junior,Open,AJGA Huntsville Junior,2026-06-01,2026-06-04,Huntsville,AL,https://www.ajga.org/tournaments/2026051,,,,,,Valley Hill Country Club - Hill & Valley
ajga-2026-06-01-the-wyndham-clark-presented-by-the-colorado-golf-association,AJGA,Mixed,Junior,Open,The Wyndham Clark presented by the Colorado Golf Association,2026-06-01,2026-06-04,Westminster,CO,https://www.ajga.org/tournaments/2026052,,,,,,Walnut Creek Golf Preserve
ajga-2026-06-01-ajga-junior-at-cypress-bend-presented-by-sabine-river-authority,AJGA,Mixed,Junior,Open,AJGA Junior at Cypress Bend presented by Sabine River Authority,2026-06-01,2026-06-04,Many,LA,https://www.ajga.org/tournaments/2026053,,,,,,Cypress Bend Resort
ajga-2026-06-01-jim-click-automotive-hsl-properties-championship-presented-by-the-tucson-conquis,AJGA,Mixed,Junior,Open,Jim Click Automotive / HSL Properties Championship presented by the Tucson Conquistadores,2026-06-01,2026-06-04,Tucson,AZ,https://www.ajga.org/tournaments/2026054,,,,,,Tucson Country Club
ajga-2026-06-08-wyndham-invitational-presented-by-odyssey,AJGA,Mixed,Junior,Invitational,Wyndham Invitational presented by Odyssey,2026-06-08,2026-06-11,Greensboro,NC,https://www.ajga.org/tournaments/2026055,,,,,,Sedgefield Country Club - Donald Ross Course
ajga-2026-06-08-ajga-junior-at-sandridge,AJGA,Mixed,Junior,Open,AJGA Junior at Sandridge,2026-06-08,2026-06-11,Vero Beach,FL,https://www.ajga.org/tournaments/2026056,,,,,,Sandridge Golf Club - Dunes Course
ajga-2026-06-08-torque-gc-championship,AJGA,Mixed,Junior,Open,Torque GC Championship,2026-06-08,2026-06-11,Santa Rosa Beach,FL,https://www.ajga.org/tournaments/2026057,,,,,,Santa Rosa Golf & Beach Club
ajga-2026-06-08-ajga-rayburn-junior-championship,AJGA,Mixed,Junior,Open,AJGA Rayburn Junior Championship,2026-06-08,2026-06-11,Brookeland,TX,https://www.ajga.org/tournaments/2026058,,,,,,Rayburn Resort and Marina
ajga-2026-06-08-alton-illinois-junior-championship-presented-by-uhy,AJGA,Mixed,Junior,Open,Alton Illinois Junior Championship presented by UHY,2026-06-08,2026-06-11,Alton,IL,https://www.ajga.org/tournaments/2026059,,,,,,Spencer T. Olin Community Golf Course
ajga-2026-06-09-natural-resource-partners-bluegrass-junior-presented-by-encova-insurance,AJGA,Mixed,Junior,Open,Natural Resource Partners Bluegrass Junior presented by Encova Insurance,2026-06-09,2026-06-12,Ashland,KY,https://www.ajga.org/tournaments/2026060,,,,,,Bellefonte Country Club
ajga-2026-06-09-seri-pak-desert-junior,AJGA,Mixed,Junior,Open,SERI PAK Desert Junior,2026-06-09,2026-06-12,Rancho Mirage,CA,https://www.ajga.org/tournaments/2026061,,,,,,Mission Hills Country Club - Pete Dye Challenge Course
ajga-2026-06-15-rolex-girls-junior-championship,AJGA,Mixed,Junior,Invitational,Rolex Girls Junior Championship,2026-06-15,2026-06-18,Fort Wayne,IN,https://www.ajga.org/tournaments/2026062,,,,,,Sycamore Hills Golf Club
ajga-2026-06-15-ben-an-junior-championship,AJGA,Mixed,Junior,Open,Ben An Junior Championship,2026-06-15,2026-06-18,Orlando,FL,https://www.ajga.org/tournaments/2026063,,,,,,Rio Pinar Golf
ajga-2026-06-15-vaughn-taylor-championship,AJGA,Mixed,Junior,Open,Vaughn Taylor Championship,2026-06-15,2026-06-18,Evans,GA,https://www.ajga.org/tournaments/2026064,,,,,,Bartram Trail Golf Club
ajga-2026-06-15-patrick-reed-ajga-junior-championship,AJGA,Mixed,Junior,Open,Patrick Reed AJGA Junior Championship,2026-06-15,2026-06-18,The Woodlands,TX,https://www.ajga.org/tournaments/2026065,,,,,,The Woodlands Country Club - Tournament Course
ajga-2026-06-15-chicago-junior-all-star-championship,AJGA,Mixed,Junior,Junior All-Star,Chicago Junior All-Star Championship,2026-06-15,2026-06-18,Aurora,IL,https://www.ajga.org/tournaments/2026066,,,,,,Phillips Park Golf Course
ajga-2026-06-15-tour-stafford-preview,AJGA,Mixed,Junior,Preview,Tour Stafford Preview,2026-06-15,2026-06-18,Stafford,VA,https://www.ajga.org/tournaments/2026067,,,,,,Augustine Golf Club
ajga-2026-06-16-pga-west-junior-championship,AJGA,Mixed,Junior,Open,PGA WEST Junior Championship,2026-06-16,2026-06-19,La Quinta,CA,https://www.ajga.org/tournaments/2026068,,,,,,PGA WEST - Jack Nicklaus Tournament Course
ajga-2026-06-22-rlx-ralph-lauren-junior-classic,AJGA,Mixed,Junior,Invitational,RLX Ralph Lauren Junior Classic,2026-06-22,2026-06-26,Farmingdale,NY,https://www.ajga.org/tournaments/2026069,,,,,,Bethpage State Park Golf Courses - Black Course
ajga-2026-06-22-play-chesterfield-junior-championship,AJGA,Mixed,Junior,Open,Play Chesterfield Junior Championship,2026-06-22,2026-06-25,Chesterfield,VA,https://www.ajga.org/tournaments/2026070,,,,,,The Golf Club at The Highlands
ajga-2026-06-22-visit-the-shoals-junior-all-star,AJGA,Mixed,Junior,Junior All-Star,Visit The Shoals Junior All-Star,2026-06-22,2026-06-25,Muscle Shoals,AL,https://www.ajga.org/tournaments/2026071,,,,,,Cypress Lakes Golf & Tennis Facility
ajga-2026-06-22-c-t-pan-junior-championship,AJGA,Mixed,Junior,Open,C.T. Pan Junior Championship,2026-06-22,2026-06-25,Pearland,TX,https://www.ajga.org/tournaments/2026072,,,,,,Golfcrest Country Club
ajga-2026-06-22-1898-foundation-junior-all-star,AJGA,Mixed,Junior,Junior All-Star,1898 Foundation Junior All-Star,2026-06-22,2026-06-24,Boardman,OH,https://www.ajga.org/tournaments/2026073,,,,,,Mill Creek Golf Course - South Course
ajga-2026-06-22-circle-k-junior-championship,AJGA,Mixed,Junior,Open,Circle K Junior Championship,2026-06-22,2026-06-25,Bloomington,IN,https://www.ajga.org/tournaments/2026074,,,,,,The Pfau Course at Indiana University
ajga-2026-06-22-visit-fresno-county-junior-championship,AJGA,Mixed,Junior,Open,Visit Fresno County Junior Championship,2026-06-22,2026-06-25,Fresno,CA,https://www.ajga.org/tournaments/2026075,,,,,,Copper River Country Club
ajga-2026-06-24-1898-foundation-preview-presented-by-icl-academy-ages-12-15,AJGA,Mixed,Junior,Preview,1898 Foundation Preview presented by ICL Academy (Ages 12-15),2026-06-24,2026-06-26,Boardman,OH,https://www.ajga.org/tournaments/2026873,,,,,,Mill Creek Golf Course - South Course
ajga-2026-06-29-moon-golf-junior-all-star-presented-by-auburn-opelika-tourism,AJGA,Mixed,Junior,Junior All-Star,Moon Golf Junior All-Star presented by Auburn-Opelika Tourism,2026-06-29,2026-07-02,Opelika,AL,https://www.ajga.org/tournaments/2026076,,,,,,RTJ Golf Trail at Grand National - Lake Course
ajga-2026-06-29-ajga-girls-junior-all-star-championship,AJGA,Mixed,Junior,Junior All-Star,AJGA Girls Junior All-Star Championship,2026-06-29,2026-07-02,Beloit,WI,https://www.ajga.org/tournaments/2026078,,,,,,The Beloit Club
ajga-2026-06-29-coca-cola-junior-championship-at-the-highlands,AJGA,Mixed,Junior,Open,Coca-Cola Junior Championship at The Highlands,2026-06-29,2026-07-02,Harbor Springs,MI,https://www.ajga.org/tournaments/2026077,,,,,,The Highlands - Moor Course
ajga-2026-06-29-hmg-junior-championship,AJGA,Mixed,Junior,Open,HMG Junior Championship,2026-06-29,2026-07-02,Las Vegas,NV,https://www.ajga.org/tournaments/2026081,,,,,,Spanish Trail Country Club
ajga-2026-06-29-jm-champ-foundation-lola-blankets-junior-championship,AJGA,Mixed,Junior,Open,JM Champ Foundation / Lola Blankets Junior Championship,2026-06-29,2026-07-02,Lehi,UT,https://www.ajga.org/tournaments/2026082,,,,,,Thanksgiving Point Golf Club
ajga-2026-06-30-fm-junior-championship-presented-by-john-d-mineck-foundation,AJGA,Mixed,Junior,Open,FM Junior Championship presented by John D. Mineck Foundation,2026-06-30,2026-07-03,Chicopee,MA,https://www.ajga.org/touranaments/2026079,,,,,,Chicopee Country Club
ajga-2026-06-30-ajga-boys-junior-all-star-at-toftrees,AJGA,Mixed,Junior,Junior All-Star,AJGA Boys Junior All-Star at Toftrees,2026-06-30,2026-07-03,State College,PA,https://www.ajga.org/tournaments/2026080,,,,,,Toftrees Golf Resort
ajga-2026-07-05-ajga-junior-all-star-at-york,AJGA,Mixed,Junior,Junior All-Star,AJGA Junior All-Star at York,2026-07-05,2026-07-07,York,PA,https://www.ajga.org/tournaments/2026088,,,,,,Regents' Glen Country Club
ajga-2026-07-06-wyndham-cup,AJGA,Mixed,Junior,Invitational,Wyndham Cup,2026-07-06,2026-07-09,Plymouth,MA,https://www.ajga.org/tournaments/2026083,,,,,,Old Sandwich Golf Club
ajga-2026-07-06-team-taylormade-cup,AJGA,Mixed,Junior,Junior All-Star,Team TaylorMade Cup,2026-07-06,2026-07-09,Somis,CA,https://www.ajga.org/tournaments/2026084,,,,,,The Saticoy Club
ajga-2026-07-06-jim-ferree-junior-championship,AJGA,Mixed,Junior,Open,Jim Ferree Junior Championship,2026-07-06,2026-07-09,Hilton Head Island,SC,https://www.ajga.org/tournaments/2026085,,,,,,Long Cove Club
ajga-2026-07-06-renewal-by-andersen-d-a-points-junior-open-presented-by-first-american-bank,AJGA,Mixed,Junior,Open,Renewal by Andersen / D.A. Points Junior Open presented by First American Bank,2026-07-06,2026-07-09,Pekin,IL,https://www.ajga.org/tournaments/2026086,,,,,,Pekin Country Club
ajga-2026-07-06-visit-idaho-junior-championship,AJGA,Mixed,Junior,Open,Visit Idaho Junior Championship,2026-07-06,2026-07-09,Eagle,ID,https://www.ajga.org/tournaments/2026089,,,,,,BanBury Golf Course
ajga-2026-07-07-future-legends-junior-championship,AJGA,Mixed,Junior,Open,Future Legends Junior Championship,2026-07-07,2026-07-10,Waukesha,WI,https://www.ajga.org/tournaments/2026087,,,,,,The Legend at Merrill Hills
ajga-2026-07-07-ajga-preview-at-york-presented-by-icl-academy-ages-12-15,AJGA,Mixed,Junior,Preview,AJGA Preview at York presented by ICL Academy (Ages 12-15),2026-07-07,2026-07-09,York,PA,https://www.ajga.org/tournaments/2026888,,,,,,Regents' Glen Country Club
ajga-2026-07-13-mizuno-junior-championship,AJGA,Mixed,Junior,Open,Mizuno Junior Championship,2026-07-13,2026-07-16,Johns Creek,GA,https://www.ajga.org/tournaments/2026097,,,,,,The Standard Club
ajga-2026-07-13-visit-tuscaloosa-junior-championship,AJGA,Mixed,Junior,Open,Visit Tuscaloosa Junior Championship,2026-07-13,2026-07-16,Tuscaloosa,AL,https://www.ajga.org/tournaments/2026090,,,,,,Indian Hills Country Club
ajga-2026-07-13-mccracken-sports-junior-championship-presented-by-paducah-cvb,AJGA,Mixed,Junior,Open,McCracken Sports Junior Championship presented by Paducah CVB,2026-07-13,2026-07-16,Paducah,KY,https://www.ajga.org/tournaments/2026092,,,,,,Country Club of Paducah
ajga-2026-07-13-ajga-northwestern-holding-junior-open,AJGA,Mixed,Junior,Open,AJGA Northwestern Holding Junior Open,2026-07-13,2026-07-16,Sylvania,OH,https://www.ajga.org/tournaments/2026091,,,,,,Sylvania Country Club
ajga-2026-07-13-wvu-medicine-united-hospital-center-junior-championship,AJGA,Mixed,Junior,Open,WVU Medicine United Hospital Center Junior Championship,2026-07-13,2026-07-16,Bridgeport,WV,https://www.ajga.org/tournaments/2026094,,,,,,Bridgeport Country Club
ajga-2026-07-13-k-j-choi-foundation-california-junior-championship,AJGA,Mixed,Junior,Open,K.J. Choi Foundation California Junior Championship,2026-07-13,2026-07-16,San Juan Capistrano,CA,https://www.ajga.org/tournaments/2026095,,,,,,Marbella Country Club
ajga-2026-07-13-ajga-junior-at-copper-valley,AJGA,Mixed,Junior,Open,AJGA Junior at Copper Valley,2026-07-13,2026-07-16,Copperopolis,CA,https://www.ajga.org/tournaments/2026096,,,,,,The Golf Club at Copper Valley
ajga-2026-07-20-arnold-palmer-invitational-junior-presented-by-ninja,AJGA,Mixed,Junior,Open,Arnold Palmer Invitational Junior presented by Ninja,2026-07-20,2026-07-23,Orlando,FL,https://www.ajga.org/tournaments/2026111,,,,,,Arnold Palmer's Bay Hill Club & Lodge
ajga-2026-07-20-under-armour-jordan-spieth-championship,AJGA,Mixed,Junior,Open,Under Armour® / Jordan Spieth Championship,2026-07-20,2026-07-23,Dallas,TX,https://www.ajga.org/tournaments/2026098,,,,,,Trinity Forest Golf Club
ajga-2026-07-20-bass-pro-shops-payne-stewart-junior-championship-presented-by-explore-branson,AJGA,Mixed,Junior,Open,Bass Pro Shops / Payne Stewart Junior Championship presented by Explore Branson,2026-07-20,2026-07-23,Hollister,MO,https://www.ajga.org/tournaments/2026099,,,,,,Buffalo Ridge Golf Course
ajga-2026-07-20-eastside-golf-championship-at-forest-lake,AJGA,Mixed,Junior,Open,Eastside Golf Championship at Forest Lake,2026-07-20,2026-07-23,Bloomfield Hills,MI,https://www.ajga.org/tournaments/2026100,,,,,,Forest Lake Country Club
ajga-2026-07-20-ajga-junior-at-colgate-presented-by-montessori,AJGA,Mixed,Junior,Open,AJGA Junior at Colgate presented by Montessori,2026-07-20,2026-07-23,Hamilton,NY,https://www.ajga.org/tournaments/2026101,,,,,,Seven Oaks Golf Club
ajga-2026-07-20-taylormade-qi4d-junior-all-star,AJGA,Mixed,Junior,Junior All-Star,TaylorMade Qi4D Junior All-Star,2026-07-20,2026-07-23,Vista,CA,https://www.ajga.org/tournaments/2026102,,,,,,The Havens Country Club
ajga-2026-07-20-elk-grove-junior-championship-presented-by-wilton-rancheria,AJGA,Mixed,Junior,Open,Elk Grove Junior Championship presented by Wilton Rancheria,2026-07-20,2026-07-23,Elk Grove,CA,https://www.ajga.org/tournaments/2026103,,,,,,Valley Hi Country Club
ajga-2026-07-26-uswing-sunglasses-junior-championship,AJGA,Mixed,Junior,Open,Uswing Sunglasses Junior Championship,2026-07-26,2026-07-29,Hesperia,CA,https://www.ajga.org/tournaments/2026109,,,,,,Hesperia Golf & Country Club
ajga-2026-07-27-babygrande-atlanta-classic-honoring-gene-siller,AJGA,Mixed,Junior,Open,Babygrande Atlanta Classic honoring Gene Siller,2026-07-27,2026-07-30,Kennesaw,GA,https://www.ajga.org/tournaments/2026104,,,,,,Pinetree Country Club
ajga-2026-07-27-ajga-junior-open-at-the-bridges-presented-by-city-of-montrose,AJGA,Mixed,Junior,Open,AJGA Junior Open at The Bridges presented by City of Montrose,2026-07-27,2026-07-30,Montrose,CO,https://www.ajga.org/tournaments/2026106,,,,,,The Bridges Golf & Country Club
ajga-2026-07-27-am-technical-solutions-junior-at-southpointe,AJGA,Mixed,Junior,Open,AM Technical Solutions Junior at Southpointe,2026-07-27,2026-07-30,Canonsburg,PA,https://www.ajga.org/tournaments/2026108,,,,,,Southpointe Golf Club
ajga-2026-07-27-the-spin-sports-education-foundation-junior-championship,AJGA,Mixed,Junior,Open,The Spin Sports Education Foundation Junior Championship,2026-07-27,2026-07-30,Auburn,CA,https://www.ajga.org/tournaments/2026110,,,,,,The Ridge Golf Course
ajga-2026-07-28-ajga-wichita-junior-championship-presented-by-tgc-group,AJGA,Mixed,Junior,Open,AJGA Wichita Junior Championship presented by TGC Group,2026-07-28,2026-07-31,Andover,KS,https://www.ajga.org/tournaments/2026105,,,,,,Terradyne Country Club
ajga-2026-07-28-ajga-preview-at-quail-creek-presented-by-city-of-robinson,AJGA,Mixed,Junior,Preview,AJGA Preview at Quail Creek presented by City of Robinson,2026-07-28,2026-07-31,Robinson,IL,https://www.ajga.org/tournaments/2026107,,,,,,Quail Creek Country Club & Resort
ajga-2026-07-29-ajga-preview-presented-by-uswing-sunglasses,AJGA,Mixed,Junior,Preview,AJGA Preview presented by Uswing Sunglasses,2026-07-29,2026-07-31,Hesperia,CA,https://www.ajga.org/tournaments/2026809,,,,,,Hesperia Golf & Country Club
ajga-2026-08-02-nemacolin-junior-championship,AJGA,Mixed,Junior,Open,Nemacolin Junior Championship,2026-08-02,2026-08-05,Farmington,PA,https://www.ajga.org/tournaments/2026115,,,,,,Nemacolin - Shepherd's Rock
ajga-2026-08-03-ajga-maryville-junior,AJGA,Mixed,Junior,Open,AJGA Maryville Junior,2026-08-03,2026-08-06,Maryville,MO,https://www.ajga.org/tournaments/2026112,,,,,,Mozingo Lake Golf Course - Sechrest 18
ajga-2026-08-03-ajga-junior-at-indian-springs,AJGA,Mixed,Junior,Open,AJGA Junior at Indian Springs,2026-08-03,2026-08-06,Broken Arrow,OK,https://www.ajga.org/tournaments/2026113,,,,,,Indian Springs Country Club - River Course
ajga-2026-08-03-cbd-golf-club-junior-championship,AJGA,Mixed,Junior,Open,CBD Golf Club Junior Championship,2026-08-03,2026-08-06,Paso Robles,CA,https://www.ajga.org/tournaments/2026117,,,,,,Hunter Ranch Golf Course
ajga-2026-08-04-justin-thomas-junior-championship,AJGA,Mixed,Junior,Open,Justin Thomas Junior Championship,2026-08-04,2026-08-07,Goshen,KY,https://www.ajga.org/tournaments/2026114,,,,,,Harmony Landing Country Club
ajga-2026-08-04-the-memorial-junior,AJGA,Mixed,Junior,Open,the Memorial Junior,2026-08-04,2026-08-06,Columbus,OH,https://www.ajga.org/tournaments/2026093,,,,,,The Ohio State University Golf Club - Scarlet Course
ajga-2026-08-04-kevin-harvick-foundation-junior-championship-presented-by-uswing-sunglasses,AJGA,Mixed,Junior,Open,Kevin Harvick Foundation Junior Championship presented by Uswing Sunglasses,2026-08-04,2026-08-07,Bakersfield,CA,https://www.ajga.org/tournaments/2026116,,,,,,Bakersfield Country Club
ajga-2026-08-09-beau-hossler-junior-championship-presented-by-uhy,AJGA,Mixed,Junior,Open,Beau Hossler Junior Championship presented by UHY,2026-08-09,2026-08-12,Mission Viejo,CA,https://www.ajga.org/tournaments/2026123,,,,,,Mission Viejo Country Club
ajga-2026-08-10-the-northern-neck-junior-all-star-at-indian-creek,AJGA,Mixed,Junior,Junior All-Star,The Northern Neck Junior All-Star at Indian Creek,2026-08-10,2026-08-13,Kilmarnock,VA,https://www.ajga.org/tournaments/2026118,,,,,,Indian Creek Yacht & Country Club
ajga-2026-08-10-randy-wise-junior-open-presented-by-genesee-county,AJGA,Mixed,Junior,Open,Randy Wise Junior Open presented by Genesee County,2026-08-10,2026-08-13,Linden,MI,https://www.ajga.org/tournaments/2026120,,,,,,Spring Meadows Country Club
hjgt-2026-05-16-cobblestone-junior-open,HJGT,Mixed,Junior,Open,Cobblestone Junior Open,2026-05-16,2026-05-17,Acworth,GA,https://tournaments.hjgt.org/Tournament/TournamentDetails?TID=32229&TnmtDate=NaN&TnmtName=CobblestoneJunior%20Open,,,,,,Cobblestone Golf Course
hjgt-2026-05-16-college-prep-series-at-denison,HJGT,Mixed,Junior,College Prep,College Prep Series at Denison,2026-05-16,2026-05-17,Granville,OH,https://tournaments.hjgt.org/Tournament/TournamentDetails?TID=32232&TnmtDate=NaN&TnmtName=CollegePrep%20Series%20at%20Denison,,,,,,Denison Golf Club
hjgt-2026-05-16-major-championship-at-countryside,HJGT,Mixed,Junior,Major,Major Championship at Countryside,2026-05-16,2026-05-17,Mundelein,IL,https://tournaments.hjgt.org/Tournament/TournamentDetails?TID=32231&TnmtDate=NaN&TnmtName=MajorChampionship%20at%20Countryside,,,,,,Countryside Golf Club - Traditional
hjgt-2026-05-16-massachusetts-spring-junior-open,HJGT,Mixed,Junior,Open,Massachusetts Spring Junior Open,2026-05-16,2026-05-17,Lakeville,MA,https://tournaments.hjgt.org/Tournament/TournamentDetails?TID=32235&TnmtDate=NaN&TnmtName=MassachusettsSpring%20Junior%20Open,,,,,,Poquoy Brook Golf Course
hjgt-2026-05-16-northern-nj-spring-junior-open,HJGT,Mixed,Junior,Open,Northern NJ Spring Junior Open,2026-05-16,2026-05-17,West Trenton,NJ,https://tournaments.hjgt.org/Tournament/TournamentDetails?TID=32230&TnmtDate=NaN&TnmtName=NorthernNJ%20Spring%20Junior%20Open,,,,,,Mountain View Golf Course
hjgt-2026-05-16-orlando-junior-open-at-hawks-landing,HJGT,Mixed,Junior,Open,Orlando Junior Open at Hawks Landing,2026-05-16,2026-05-17,Orlando,FL,https://tournaments.hjgt.org/Tournament/TournamentDetails?TID=32233&TnmtDate=NaN&TnmtName=OrlandoJunior%20Open%20at%20Hawks%20Landing,,,,,,Hawks Landing Golf Club
hjgt-2026-05-16-saint-louis-spring-kickoff,HJGT,Mixed,Junior,Open,Saint Louis Spring Kickoff,2026-05-16,2026-05-17,Alton,IL,https://tournaments.hjgt.org/Tournament/TournamentDetails?TID=32234&TnmtDate=NaN&TnmtName=SaintLouis%20Spring%20Kickoff,,,,,,Spencer T. Olin Golf Course - Spencer T Olin Community
hjgt-2026-05-23-54-hole-alabama-junior-open,HJGT,Mixed,Junior,Open,54 Hole Alabama Junior Open,2026-05-23,2026-05-25,Flat Rock,AL,https://tournaments.hjgt.org/Tournament/TournamentDetails?TID=32237&TnmtDate=NaN&TnmtName=54Hole%20Alabama%20Junior%20Open,,,,,,Dogwood Hills Resort & Gardens - Dogwood Hills & Gardens
hjgt-2026-05-23-54-hole-carolinas-junior-open,HJGT,Mixed,Junior,Open,54 Hole Carolinas Junior Open,2026-05-23,2026-05-25,Greensboro,NC,https://tournaments.hjgt.org/Tournament/TournamentDetails?TID=32241&TnmtDate=NaN&TnmtName=54Hole%20Carolinas%20Junior%20Open,,,,,,Forest Oaks Country Club
hjgt-2026-05-23-54-hole-kansas-city-junior-open,HJGT,Mixed,Junior,Open,54 Hole Kansas City Junior Open,2026-05-23,2026-05-25,Richmond,MO,https://tournaments.hjgt.org/Tournament/TournamentDetails?TID=32238&TnmtDate=NaN&TnmtName=54Hole%20Kansas%20City%20Junior%20Open,,,,,,Shirkey Golf Club
hjgt-2026-05-23-54-hole-lpga-junior-open,HJGT,Mixed,Junior,Open,54 Hole LPGA Junior Open,2026-05-23,2026-05-25,Daytona Beach,FL,https://tournaments.hjgt.org/Tournament/TournamentDetails?TID=32236&TnmtDate=NaN&TnmtName=54Hole%20LPGA%20Junior%20Open,,,,,,LPGA International Golf Club - Jones
hjgt-2026-05-23-54-hole-new-york-junior-open,HJGT,Mixed,Junior,Open,54 Hole New York Junior Open,2026-05-23,2026-05-25,Guilderland,NY,https://tournaments.hjgt.org/Tournament/TournamentDetails?TID=32242&TnmtDate=NaN&TnmtName=54Hole%20New%20York%20Junior%20Open,,,,,,Western Turnpike Golf Club - Blue/Red
hjgt-2026-05-23-54-hole-philadelphia-junior-open,HJGT,Mixed,Junior,Open,54 Hole Philadelphia Junior Open,2026-05-23,2026-05-25,Avondale,PA,https://tournaments.hjgt.org/Tournament/TournamentDetails?TID=32239&TnmtDate=NaN&TnmtName=54Hole%20Philadelphia%20Junior%20Open,,,,,,Inniscrone Golf Club
hjgt-2026-05-23-college-prep-series-at-kent-state-54-holes,HJGT,Mixed,Junior,College Prep,College Prep Series at Kent State (54 Holes),2026-05-23,2026-05-25,Ravenna,OH,https://tournaments.hjgt.org/Tournament/TournamentDetails?TID=32240&TnmtDate=NaN&TnmtName=CollegePrep%20Series%20at%20Kent%20State%20(54%20Holes,,,,,,Windmill Lakes Golf Club
hjgt-2026-05-30-college-prep-series-at-penn-state,HJGT,Mixed,Junior,College Prep,College Prep Series at Penn State,2026-05-30,2026-05-31,State College,PA,https://tournaments.hjgt.org/Tournament/TournamentDetails?TID=32248&TnmtDate=NaN&TnmtName=CollegePrep%20Series%20at%20Penn%20State,,,,,,Penn State Golf Club - Blue
hjgt-2026-05-30-kingsmill-junior-open,HJGT,Mixed,Junior,Open,Kingsmill Junior Open,2026-05-30,2026-05-31,Williamsburg,VA,https://tournaments.hjgt.org/Tournament/TournamentDetails?TID=32245&TnmtDate=NaN&TnmtName=KingsmillJunior%20Open,,,,,,Kingsmill Country Club - Plantation
hjgt-2026-05-30-major-championship-at-crosswinds,HJGT,Mixed,Junior,Major,Major Championship at Crosswinds,2026-05-30,2026-05-31,Plymouth,MA,https://tournaments.hjgt.org/Tournament/TournamentDetails?TID=32246&TnmtDate=NaN&TnmtName=MajorChampionship%20at%20Crosswinds,,,,,,Crosswinds Golf Club - Zaharias \| Crosswinds Golf Club - Jones
